AH_hour,H_hour,T1_hour,T2_hour,T3_hour,T4_hour,T5_hour,quality_class
7.45,195.8793333,286,349,538,345,259,Good
10.51,177.4663333,285,334,530,353,252,Good
7.17,172.4661667,282,331,521,360,248,Good
7.07,171.626,286,335,513,365,237,Good
8.14,172.1856667,285,343,510,361,217,Good
6.84,172.3598333,276,342,504,344,203,Good
7.44,172.034,262,340,504,345,200,Good
8.52,171.7793333,252,329,506,343,201,Good
9.62,172.0471667,262,335,516,344,203,Good
7.53,189.7151667,249,337,515,343,204,Good
7.85,198.9268333,245,330,494,344,205,Good
7.25,199.363,245,313,481,332,198,Good
8.57,199.2081667,250,328,461,339,201,Good
7.15,199.0746667,252,319,466,347,202,Good
8.52,199.0746667,255,324,438,352,205,Good
7.08,199.296,253,325,433,345,206,Bad
8.52,199.2468333,244,321,451,333,206,Bad
7.68,199.2391667,241,325,453,327,211,Good
7.3,198.8458333,241,332,447,333,220,Good
7.4,199.373,241,343,461,342,229,Good
9.3,198.8808333,244,340,458,361,234,Good
6.97,198.8961667,246,346,462,367,242,Good
6.22,198.651,247,359,466,364,248,Bad
8.65,198.9368333,248,379,460,356,251,Bad
7.06,198.8396667,242,386,444,355,253,Bad
7.46,199.2831667,228,383,444,356,247,Bad
6.13,199.3063333,231,379,445,356,241,Bad
8.46,165.9646667,247,380,407,345,244,Bad
7.52,154.2651667,271,398,402,331,247,Bad
7.6,154.2151667,283,383,424,313,252,Good
9.66,154.1335,278,383,458,308,237,Good
6.03,153.4721667,276,384,469,303,244,Good
7.45,153.7636667,279,382,466,304,242,Bad
6.52,153.6525,269,380,463,311,221,Good
7.4,153.5548333,256,384,446,320,228,Good
7.85,153.8833333,244,384,458,332,240,Good
7.84,154.361,241,385,509,334,240,Good
8.92,162.5376667,234,376,461,333,248,Good
7.89,163.8433333,224,348,494,349,247,Good
5.79,163.919,217,340,491,344,246,Good
6.65,163.7316667,210,322,494,318,251,Good
6.76,176.9603333,219,312,520,284,267,Good
7.04,181.6835,219,303,548,302,284,Good
7.28,182.9806667,220,300,577,319,293,Good
7.68,183.2068333,225,311,588,321,290,Good
6.5,182.8546667,207,302,572,318,283,Bad
7.55,182.8545,198,303,536,320,279,Bad
7.54,187.7578333,210,311,509,331,282,Bad
8.12,198.5446667,214,285,555,333,296,Bad
8.04,198.0281667,212,307,601,334,298,Good
5.25,197.7623333,211,313,595,333,294,Good
7.08,189.7431667,210,314,603,334,298,Good
6.78,158.898,220,305,622,339,293,Good
8.52,158.8803333,225,307,645,329,293,Bad
7.53,159.0645,239,306,606,324,295,Bad
7.18,159.0485,266,309,584,327,297,Bad
5.96,164.1316667,268,313,574,348,294,Bad
7.69,169.4331667,258,312,576,367,291,Bad
6.45,176.0096667,245,311,556,378,296,Bad
9.47,176.08,237,296,582,394,301,Good
6.81,175.7156667,230,271,575,384,303,Bad
8.25,176.0738333,231,281,587,389,294,Bad
7.22,167.4975,227,315,576,388,276,Bad
7.88,161.286,227,329,563,387,254,Bad
8.56,161.0048333,227,339,558,390,255,Bad
8.92,161.307,229,353,549,356,264,Good
7.99,160.5408333,227,365,493,337,263,Bad
8.06,158.062,232,361,571,390,263,Bad
10.14,157.1061667,239,368,579,364,275,Bad
6.13,156.5968333,241,380,579,364,229,Bad
8.25,181.5818333,249,337,554,367,238,Bad
6.55,198.1528333,261,343,568,356,198,Bad
8.52,198.1923333,271,342,583,356,150,Good
7.75,198.018,283,330,588,348,191,Good
7.33,198.3228333,288,319,582,339,263,Good
7.46,196.8385,287,323,579,326,254,Good
6.05,198.0226667,291,324,594,319,236,Good
8.95,197.6545,293,318,607,322,176,Good
8.29,197.5006667,294,328,576,322,223,Good
8.49,197.4745,291,336,590,322,271,Good
8,198.0591667,288,330,608,321,287,Good
5.47,198.0101667,293,315,609,318,276,Good
6.61,197.7473333,294,307,601,322,255,Good
9.55,198.0011667,289,319,582,322,247,Good
8.35,197.6803333,289,335,564,328,250,Good
9.31,187.301,281,361,550,349,263,Good
6.29,167.5606667,253,371,539,355,256,Good
8.06,168.2346667,260,364,520,350,248,Good
4.72,173.3168333,257,332,502,346,251,Good
8,194.9626667,259,293,490,339,249,Good
6.62,192.0245,271,326,470,321,253,Good
8,193.5331667,277,346,461,318,253,Bad
7.6,193.0233333,285,343,452,312,252,Bad
7.43,193.0936667,291,351,466,320,258,Bad
7.11,197.1786667,292,367,491,329,267,Good
10.05,198.3883333,289,368,503,315,272,Good
8.79,199.034,292,379,506,320,275,Bad
8.17,199.3678333,296,384,509,317,281,Bad
7.83,198.7148333,278,381,509,315,287,Bad
8.16,198.926,257,370,509,319,284,Bad
8.99,198.8905,250,370,505,319,298,Good
7.96,197.7961667,251,376,505,331,318,Good
8.06,184.4041667,258,369,505,347,288,Good
6.88,164.8761667,250,376,501,367,289,Good
5.43,164.9873333,247,376,492,378,289,Good
6.68,164.6668333,249,373,484,378,284,Good
6.77,164.6338333,247,374,461,375,286,Bad
6.39,165.5218333,244,379,445,370,288,Bad
5.79,169.125,245,374,443,363,283,Bad
6.7,177.9553333,246,363,438,358,274,Bad
10.8,178.02,227,355,444,357,260,Bad
5.7,177.8753333,233,365,445,359,244,Bad
8.38,178.4166667,236,375,447,364,228,Bad
5.76,177.9463333,233,373,450,367,215,Good
5.8,184.5233333,236,380,449,364,217,Good
8.13,194.1293333,236,379,447,360,223,Good
9.29,193.8396667,236,378,443,359,221,Bad
5.36,194.075,234,375,450,367,223,Bad
7.31,193.9866667,237,374,448,378,229,Bad
8.33,194.1085,240,369,451,372,238,Bad
8.59,193.5185,235,373,442,378,253,Bad
9.73,194.4008333,236,372,431,375,269,Bad
7.77,194.2093333,236,380,419,382,283,Bad
8.27,193.6831667,232,382,413,372,289,Bad
7.74,194.0888333,232,383,412,360,290,Bad
8.36,194.1456667,237,381,414,347,291,Bad
7.57,194.2086667,237,368,410,359,294,Bad
8.72,193.9328333,232,360,413,362,295,Bad
7.4,193.8898333,243,340,413,347,291,Bad
7.25,193.6931667,258,328,421,338,283,Bad
9.56,194.2946667,234,319,441,360,270,Bad
8.04,194.2125,240,305,447,379,252,Bad
7.92,193.8283333,253,303,451,387,239,Bad
7.51,194.0585,246,302,458,386,237,Good
5.97,193.8878333,238,302,489,376,243,Good
5.62,193.6876667,231,303,510,361,263,Good
7.19,181.2911667,232,307,527,362,279,Good
6.69,168.3078333,231,299,533,370,293,Good
6.9,168.2603333,237,281,536,375,287,Good
7.2,167.8631667,236,284,534,367,295,Good
7.4,168.3128333,234,300,528,354,303,Good
6.85,168.127,254,317,528,344,296,Good
6.64,167.9965,263,332,532,347,276,Good
6.44,168.1005,276,345,530,343,266,Good
8.22,167.8075,279,352,518,339,274,Good
9.74,168.0401667,265,355,505,338,267,Good
6.52,168.269,253,355,489,340,261,Good
7.34,166.6458333,243,354,474,338,272,Good
8.74,160.3658333,239,355,461,340,267,Good
8.69,161.0261667,239,348,445,346,268,Bad
7.69,160.7353333,237,340,427,350,272,Bad
8.44,160.6783333,237,333,412,342,278,Bad
8.54,173.3636667,246,324,402,332,274,Bad
6.73,189.0506667,252,337,403,343,273,Bad
6.39,172.935,273,303,412,351,289,Bad
5.77,187.0965,270,310,426,339,289,Bad
7.77,186.6348333,250,320,448,335,282,Bad
7.7,177.0883333,245,321,461,353,277,Bad
6.99,168.6133333,257,323,463,380,267,Bad
8.08,169.1715,252,338,480,369,255,Good
8,168.9836667,251,356,498,352,235,Good
6.27,168.9915,251,370,516,362,250,Good
6.55,169.1388333,252,393,533,371,265,Good
6.91,173.1306667,260,404,544,375,268,Good
7.4,185.1696667,266,421,555,360,272,Good
7.26,184.974,269,432,566,361,280,Good
6.38,184.9475,274,453,555,361,278,Good
8.29,184.6943333,280,439,569,358,274,Good
5.89,184.7551667,286,417,554,350,278,Good
6.45,184.9701667,286,389,528,329,286,Good
6.72,184.7268333,286,387,515,305,279,Good
8.43,184.7876667,281,397,507,326,277,Good
8.63,185.0696667,281,393,514,362,280,Good
8.76,184.9903333,283,400,492,353,280,Good
8.62,186.361,277,399,479,318,277,Bad
5.93,193.0656667,282,373,473,304,278,Bad
8.67,192.8411667,298,361,459,312,281,Bad
9.37,192.994,301,346,470,325,285,Bad
8.36,193.0861667,298,333,477,334,280,Bad
7.59,192.8448333,281,331,480,351,275,Bad
8.27,193.1893333,273,327,471,364,271,Bad
7.26,193.3958333,281,316,470,370,264,Bad
7.84,192.183,283,308,475,368,251,Good
9.97,173.9566667,287,314,478,361,230,Good
8.94,173.7431667,287,356,495,370,228,Good
7.73,174.1311667,284,399,508,358,236,Good
6.29,174.46,279,340,510,350,247,Good
5.56,173.8465,277,330,514,357,256,Good
6.13,174.081,271,322,529,343,255,Good
5.43,173.262,267,338,540,321,247,Good
6.08,174.212,268,334,523,319,232,Good
8.45,174.2058333,271,326,512,352,218,Good
7.58,173.5346667,280,325,500,343,227,Good
6.64,174.1656667,289,328,500,358,224,Good
7.6,173.9551667,295,333,503,373,227,Good
3.92,182.8395,287,344,503,380,226,Good
8.95,191.0688333,276,318,502,375,228,Good
8.16,190.9711667,286,324,504,365,233,Good
5.22,190.8853333,296,320,501,354,245,Good
8.06,191.1035,286,319,501,352,255,Good
6.91,191.0088333,278,331,500,347,256,Good
6.84,194.9953333,275,353,507,294,256,Good
6.41,196.5768333,276,376,500,320,271,Good
5.3,197.1346667,275,389,500,367,272,Bad
8.19,196.5315,280,381,508,373,262,Bad
6.84,197.08,273,383,498,367,253,Good
7.52,196.943,250,388,494,363,246,Good
8.1,197.018,220,388,496,365,245,Good
8.54,196.9518333,207,384,496,379,248,Good
8.21,194.6,228,391,506,385,253,Good
8.25,192.133,286,392,519,393,256,Good
6.9,191.7835,294,388,532,382,259,Good
7.38,192.432,207,387,543,372,254,Good
9.68,191.9451667,233,389,565,385,243,Good
4.29,192.3495,252,389,553,390,245,Good
8.44,192.0355,271,386,541,389,258,Good
6.89,191.9086667,277,389,547,383,259,Good
8.19,192.5723333,283,380,548,392,261,Good
8.9,191.7891667,284,411,562,384,246,Good
9.1,192.025,282,394,551,383,227,Good
6.15,192.0673333,281,385,513,381,228,Good
7.56,192.6148333,270,386,459,376,218,Good
7.04,192.1925,257,384,472,365,218,Good
5.75,192.1368333,239,379,489,346,223,Good
5.28,192.3996667,222,371,487,333,239,Good
7.01,192.0773333,208,369,509,314,242,Good
7.46,192.6693333,200,396,486,311,230,Good
6.12,191.6868333,219,390,496,316,229,Good
5.87,191.943,239,331,516,310,221,Good
6.98,188.4516667,238,318,529,311,220,Good
7.05,173.8343333,222,336,545,314,220,Good
7.66,168.6618333,205,326,565,312,221,Good
9.28,168.7111667,216,320,571,312,221,Bad
8.56,169.133,226,297,572,342,220,Bad
7.05,169.2338333,226,313,587,350,221,Bad
8.99,169.2451667,222,325,568,348,220,Bad
7.49,169.0421667,225,346,571,337,218,Bad
7.7,169.2888333,227,364,572,332,219,Bad
6,169.4328333,229,359,573,342,221,Bad
7.09,169.1938333,229,355,562,347,220,Bad
6.24,168.8526667,235,350,541,342,220,Bad
5.87,174.3393333,246,351,522,334,221,Bad
7.87,181.1255,261,359,512,328,222,Good
8.38,180.7225,254,357,497,318,221,Good
10.52,180.9975,238,356,487,331,220,Good
7.16,181.3275,224,365,481,335,220,Good
8.79,180.5438333,225,388,470,336,225,Good
9.79,165.1051667,240,381,450,338,222,Good
7.86,191.4531667,253,379,434,347,218,Good
6.09,195.1728333,268,362,450,346,224,Good
6.85,194.7868333,278,352,467,350,231,Bad
9.42,195.0966667,284,352,457,363,229,Bad
6.5,194.8128333,289,355,453,360,236,Bad
8.63,195.0136667,296,362,446,356,251,Bad
6.11,194.876,289,372,444,352,264,Bad
7.46,195.363,277,373,459,351,280,Bad
6.09,184.5546667,273,369,481,346,291,Bad
6.57,181.4338333,271,369,487,354,291,Bad
4,182.346,263,385,487,361,291,Bad
8.38,192.2221667,250,397,495,379,296,Bad
7.56,191.9538333,235,395,514,374,262,Bad
6.4,191.9198333,236,371,533,372,256,Good
6.83,191.4321667,242,378,483,370,236,Good
6.18,191.0371667,233,358,495,368,233,Good
7.73,191.3988333,250,345,488,367,238,Good
6.88,187.5381667,259,341,462,357,242,Good
5.51,172.9101667,258,343,422,352,239,Good
8.23,173.0011667,247,345,469,365,228,Good
8.45,173.2285,244,341,481,364,214,Good
5.77,172.8716667,233,341,484,363,202,Good
6.12,172.8663333,231,343,487,359,202,Good
8.15,173.0795,239,341,488,351,204,Good
7.43,173.2786667,247,343,501,346,194,Good
7.96,173.1708333,249,342,501,342,194,Good
7.54,173.1005,248,326,497,336,203,Good
6.99,172.8486667,245,320,502,325,205,Good
7.22,172.899,251,317,511,317,207,Good
7.89,172.8881667,246,316,513,316,217,Good
4.87,172.9913333,245,313,512,317,225,Good
6.62,173.383,247,328,515,319,233,Good
8.66,173.0395,250,346,516,330,238,Good
5.83,172.5326667,266,358,517,344,239,Good
6.62,172.9051667,283,353,517,328,235,Good
6.69,169.4196667,290,393,492,316,240,Good
7.48,170.045,285,375,475,311,240,Good
5.5,170.0233333,274,368,459,315,240,Bad
6.76,170.0348333,264,380,440,303,242,Bad
8.1,175.9845,259,378,430,299,243,Bad
8.07,176.9063333,255,378,427,316,245,Bad
7.83,176.825,252,379,427,330,255,Bad
9.41,176.6966667,260,380,426,335,267,Bad
7.18,171.3461667,275,392,420,362,269,Bad
6.6,164.4748333,287,394,418,365,273,Bad
7.72,163.828,287,386,419,372,279,Bad
6.4,164.6701667,284,375,409,364,270,Bad
5.38,171.9821667,285,381,408,377,266,Bad
8.37,172.0695,285,388,423,378,265,Bad
5.78,171.7516667,287,390,446,381,253,Bad
5.89,175.2686667,287,388,465,391,263,Bad
5.9,188.9015,284,385,474,378,267,Bad
7.46,189.1035,285,391,481,377,269,Bad
6.76,188.7245,291,384,506,378,273,Bad
6.45,189.2263333,286,375,525,367,274,Good
8.56,188.9183333,280,364,538,352,266,Good
8.12,189.1183333,280,362,552,337,265,Good
5.72,190.8321667,282,363,553,320,261,Good
9,193.1741667,286,361,557,324,248,Good
10.55,192.4711667,284,358,575,314,231,Good
5.07,192.464,284,360,552,314,224,Good
7.57,193.0575,283,364,533,322,209,Good
7.68,194.0263333,274,363,532,323,208,Good
6.61,195.7715,264,361,560,322,214,Good
7.46,192.5811667,265,363,557,323,212,Good
7.2,191.7546667,265,362,554,325,198,Good
7.26,200.0403333,266,363,552,326,210,Good
7.81,199.8506667,266,363,552,307,216,Good
7.43,200.3941667,270,363,554,312,215,Good
8.94,200.0458333,265,357,552,316,217,Good
6.1,199.9873333,262,366,567,314,212,Good
6.51,200.0783333,265,365,579,318,211,Good
7.47,165.6011667,267,364,592,330,211,Good
7.54,156.0383333,268,364,606,346,212,Bad
7.26,155.9873333,267,362,601,342,214,Bad
10.14,156.486,264,359,558,347,216,Bad
7.06,156.3763333,267,376,547,331,216,Bad
6.32,155.4261667,266,390,537,335,215,Bad
7.09,174.2666667,263,392,521,348,220,Good
7.57,186.8776667,258,402,520,336,234,Good
6.03,186.4023333,262,409,520,337,256,Good
8.49,187.0348333,257,392,507,311,276,Good
7.1,187.3146667,246,382,480,317,283,Good
7.94,187.0383333,238,387,469,309,272,Good
7.73,186.8853333,235,385,461,314,265,Bad
8.61,187.2205,236,398,453,326,276,Bad
6.15,180.214,234,394,464,312,282,Bad
6.04,172.7241667,241,381,489,310,284,Bad
7.31,173.0355,235,374,484,312,284,Bad
7.98,172.8481667,219,373,486,322,262,Good
8.38,172.8618333,208,382,510,320,294,Good
6.47,172.7918333,205,390,524,325,270,Good
8.83,172.995,202,396,523,333,266,Good
7.8,172.9653333,209,398,524,349,277,Good
6.79,172.6883333,207,386,527,354,281,Good
7.73,173.0946667,207,374,520,363,281,Good
9.57,172.8226667,205,359,513,364,284,Good
8.35,173.1403333,209,341,504,360,291,Good
7.61,173.3503333,211,309,520,348,289,Good
7.61,172.999,215,283,538,338,273,Good
5.01,173.0921667,210,349,541,331,256,Good
7.12,173.2148333,206,374,544,319,243,Good
9.25,177.132,206,385,546,326,241,Good
7.88,177.0746667,208,385,557,322,244,Good
8.68,176.7825,210,380,533,322,255,Good
8.84,177.1606667,203,371,535,337,269,Good
7.57,176.6521667,213,352,537,358,277,Good
8.65,177.0053333,225,319,544,369,279,Good
8,176.827,239,310,518,383,277,Good
7.74,176.2263333,234,340,487,340,274,Good
9.65,176.5121667,224,327,478,345,274,Good
7.88,167.5285,220,314,466,362,279,Good
7.93,159.3483333,226,308,450,373,270,Good
7.38,158.7711667,230,309,458,379,266,Good
6.08,158.865,232,322,458,370,275,Good
6.93,158.7958333,228,345,435,363,281,Good
8.12,158.7345,228,355,436,355,284,Good
6.17,159.0835,233,318,456,354,283,Good
6.79,181.6888333,230,190,481,361,268,Good
9.27,183.8278333,231,211,513,363,261,Good
8.82,184.0386667,236,380,499,359,257,Good
7.8,184.2715,236,341,482,349,249,Good
8.38,183.9741667,234,337,499,338,246,Good
6.14,191.1883333,231,342,493,325,249,Good
7.39,189.0145,243,372,488,321,253,Good
5.72,184.0018333,237,387,503,320,255,Good
7.19,194.1928333,233,378,488,320,254,Good
6.56,193.7,232,362,473,321,256,Good
6.81,176.8146667,233,365,474,322,254,Good
7.75,181.0468333,234,366,488,325,247,Good
10.32,183.569,231,367,501,341,247,Good
7.05,190.4935,227,361,495,348,245,Good
9.03,171.0251667,215,355,491,355,240,Good
4.23,170.5873333,209,347,476,363,231,Good
8.17,171.0148333,208,343,488,366,221,Good
8.31,170.8566667,207,344,489,365,235,Good
7.07,181.1766667,201,342,476,363,242,Good
6.31,197.2488333,204,351,453,362,236,Good
8.01,197.0048333,216,356,441,360,220,Good
8.52,197.247,233,339,438,364,208,Good
7.41,173.3735,248,320,433,371,201,Good
8.51,154.6463333,260,306,423,367,198,Bad
8.3,172.5031667,269,315,427,381,198,Bad
8.34,189.136,271,340,431,374,200,Bad
9.3,191.9186667,275,356,425,372,202,Bad
6.6,166.2881667,280,369,425,370,204,Bad
7.09,157.2095,284,374,432,368,202,Bad
6.27,156.9373333,276,375,423,365,201,Bad
6.86,156.8215,270,376,420,364,202,Bad
8.94,156.5783333,272,378,431,365,200,Bad
7.5,157.1535,284,379,429,371,207,Bad
5.18,156.9131667,295,379,426,368,206,Bad
8.56,157.2123333,287,373,418,387,219,Bad
6.91,156.9081667,274,372,421,379,224,Bad
8.3,157.0131667,256,375,412,367,222,Bad
7.67,156.856,238,367,418,366,222,Bad
8.72,157.0683333,221,378,422,378,190,Bad
7.86,157.2866667,219,381,420,383,199,Good
6.85,156.7726667,227,377,430,395,214,Good
7.15,157.0875,241,386,458,393,214,Good
7.55,156.5901667,250,390,471,383,215,Good
6.83,156.8983333,258,388,483,379,228,Good
4.93,157.2878333,260,385,495,380,230,Good
6.07,157.2131667,259,389,505,379,229,Good
7.48,157.0916667,258,390,502,368,235,Good
9.25,157.7475,259,394,497,353,238,Good
8.45,159.3235,260,396,504,349,248,Good
7.17,159.0235,264,399,523,358,251,Good
7.2,158.9153333,271,381,566,349,247,Good
8.9,158.9391667,265,372,532,329,256,Good
7.45,158.5986667,260,357,531,335,264,Good
7.13,168.7403333,248,342,507,351,268,Good
6,176.5848333,234,342,484,346,266,Good
8.27,177.0185,224,365,483,330,264,Good
8.97,174.4081667,222,379,471,309,262,Good
8.06,172.1498333,228,386,457,348,260,Good
7.18,192.7393333,240,373,450,349,258,Good
6.12,198.7518333,250,354,430,351,266,Bad
5.4,198.8373333,259,341,408,353,269,Bad
8.11,188.9373333,273,334,408,347,268,Bad
6.6,184.7875,276,332,406,333,268,Bad
6.45,186.6771667,273,333,411,332,265,Bad
8.17,154.4943333,260,344,406,335,262,Bad
7.32,150.8385,246,346,408,340,266,Bad
8.14,151.2268333,236,334,416,346,272,Bad
8.33,181.8966667,217,339,441,356,256,Bad
5.82,191.8378333,217,359,428,357,263,Bad
7.06,168.6013333,215,377,369,334,261,Bad
9.33,151.7953333,215,393,322,334,262,Bad
7.17,165.5911667,217,410,315,327,259,Bad
6.91,170.8985,218,407,336,320,260,Bad
7.57,171.1493333,220,372,364,329,261,Bad
9.07,171.1076667,228,366,409,341,250,Bad
7.94,171.3006667,242,359,446,365,239,Bad
4.8,170.7873333,254,317,464,364,225,Good
7.13,170.9195,256,331,498,374,209,Good
5.13,171.2281667,253,345,512,369,202,Good
6.65,171.0178333,253,344,509,366,197,Good
5.35,171.1478333,257,332,503,362,199,Good
8.43,171.3355,266,326,498,343,203,Good
8.61,173.0596667,279,327,497,328,206,Good
7.71,187.1811667,288,324,490,324,206,Good
6.67,165.8631667,294,320,471,367,205,Good
5.37,158.496,294,315,458,366,193,Good
6.08,158.6525,294,318,445,339,201,Good
7.68,159.2438333,292,321,455,344,237,Bad
7.53,159.2588333,282,325,459,341,246,Good
7.19,159.0323333,279,323,484,336,236,Good
8.67,158.6301667,264,321,477,333,231,Good
7.14,159.266,248,327,465,334,226,Good
8.17,150.7231667,257,351,440,335,222,Good
9.47,173.696,258,362,419,326,220,Good
8.03,185.6201667,252,357,416,318,209,Good
7.27,182.1051667,249,340,434,312,205,Good
7.74,182.0496667,249,329,472,310,185,Good
8.4,182.0826667,250,324,472,306,179,Good
6.87,182.1326667,248,321,504,309,199,Good
9.27,181.8653333,248,325,534,304,207,Good
9.05,182.3693333,249,326,542,307,209,Good
6.34,181.9735,250,324,544,317,217,Good
9.12,177.4143333,252,329,554,314,239,Good
8.6,193.1985,255,321,566,312,246,Good
7.38,195.7121667,253,328,569,315,244,Good
8.45,195.868,255,336,558,309,241,Good
6.88,195.7955,253,326,545,325,241,Good
6.95,174.5728333,257,324,532,348,244,Good
6.63,155.3175,267,328,533,362,245,Good
5.73,154.6766667,272,328,537,377,259,Good
8.81,155.117,265,324,530,409,265,Good
6.34,154.7548333,253,319,529,432,276,Good
8.17,154.962,264,321,534,441,276,Good
7.68,155.0248333,268,320,523,427,279,Good
10.29,154.8256667,276,321,507,401,275,Good
8.74,154.8735,272,325,495,373,273,Good
6.18,155.2621667,271,329,470,341,274,Good
8.17,155.2016667,273,341,461,327,276,Good
5.39,155.1588333,279,363,454,308,271,Bad
7.41,154.6061667,287,363,441,323,269,Bad
5.61,154.8518333,282,354,447,333,277,Bad
8.51,155.676,283,339,445,342,280,Bad
9.35,154.625,277,332,432,346,267,Bad
7.29,155.203,274,339,427,345,253,Bad
5.92,154.8803333,265,349,443,342,250,Bad
7.59,155.03,257,354,455,354,251,Bad
6.87,155.1296667,255,354,444,358,246,Bad
7.7,154.6171667,262,359,452,354,250,Bad
7.15,154.946,273,351,463,350,246,Bad
7.56,155.1853333,271,357,468,327,241,Bad
8.6,154.793,267,340,466,357,248,Good
7,154.9036667,277,334,463,346,260,Good
7.28,154.6555,272,335,472,341,253,Good
7.65,153.0273333,252,342,446,345,251,Good
8.1,152.9025,254,347,397,344,262,Good
5.74,159.0161667,257,365,393,340,280,Good
8.43,172.1851667,283,340,434,336,290,Good
9.82,171.4671667,302,337,468,328,290,Good
6.83,171.9161667,302,323,483,322,289,Good
7.67,165.1253333,289,315,485,317,287,Bad
8.12,164.7398333,278,321,469,320,290,Good
6.53,155.8151667,273,323,457,316,291,Bad
6.28,184.9325,274,323,444,317,290,Bad
8.43,186.2395,275,330,423,324,284,Bad
8.42,185.5018333,276,319,427,341,299,Bad
7.89,185.7485,268,321,424,362,312,Bad
6.36,184.565,250,330,434,360,301,Bad
7.59,177.8436667,248,330,419,360,292,Bad
7.93,177.9773333,239,328,423,362,287,Bad
8.23,177.4605,247,305,448,335,287,Bad
8.56,177.9141667,250,259,457,336,295,Bad
6.31,177.5666667,243,304,474,320,299,Bad
7.45,184.591,230,336,485,331,300,Bad
5.48,196.3283333,222,311,493,330,300,Good
8.95,182.8918333,217,324,496,327,288,Good
7.23,159.0528333,222,370,487,330,262,Good
7.13,168.4311667,234,392,475,331,234,Good
7.02,175.46,250,383,478,332,219,Good
7.58,176.186,262,394,482,334,212,Good
6.77,175.7503333,281,392,469,331,212,Good
7.27,175.8191667,283,374,482,332,224,Good
8.53,176.559,272,364,471,363,225,Good
6.63,176.3455,280,364,494,357,216,Good
7.36,176.085,277,363,485,376,215,Good
7.06,176.2001667,271,369,484,366,210,Good
8.48,176.0373333,272,351,488,351,174,Good
7.51,175.2771667,277,345,502,343,181,Good
5.76,175.7718333,283,344,498,327,209,Good
6.6,175.9656667,281,338,498,309,232,Good
10.35,170.9818333,277,337,494,308,247,Good
8.97,170.885,272,334,477,299,253,Good
7.83,170.7635,275,321,470,302,250,Good
6.55,171.3233333,274,308,456,305,241,Good
8.53,170.6446667,276,302,455,289,234,Bad
8.62,171.0971667,274,305,452,316,229,Bad
6.12,170.8988333,272,307,438,339,233,Bad
5.71,170.99,272,308,438,341,231,Bad
8.28,171.2866667,272,325,459,348,229,Good
4.64,171.4358333,272,319,476,359,231,Good
6.15,172.0711667,272,254,487,371,230,Good
6.58,176.9153333,273,326,498,377,229,Good
6.07,176.7678333,273,357,524,362,232,Good
6.42,176.887,271,333,520,355,233,Good
7.98,176.47,271,321,532,343,234,Good
6.53,164.3093333,273,336,556,347,236,Good
8.94,159.0586667,266,351,558,352,234,Good
7.64,158.8478333,258,366,538,381,237,Bad
6.88,158.9858333,252,369,542,394,235,Good
8.91,158.9141667,245,373,497,398,241,Good
5.59,158.5581667,245,379,431,392,238,Good
8.12,159.0946667,246,377,453,354,232,Good
7.41,158.6566667,242,375,462,314,232,Good
5.65,165.8603333,242,373,459,390,231,Good
9.4,172.786,236,369,448,425,226,Bad
7.82,172.9181667,245,369,441,403,227,Bad
7.62,172.8985,257,367,443,385,232,Bad
8.79,160.9086667,256,365,438,382,238,Bad
6.14,161.228,255,362,445,397,251,Bad
5.76,161.3988333,260,363,461,391,257,Bad
9.33,161.1045,280,358,480,390,238,Bad
7.39,160.6275,297,348,491,396,228,Good
8.1,160.7055,299,338,496,398,219,Good
6.62,161.7045,296,325,511,396,214,Good
7.46,166.438,299,313,502,400,214,Good
7.46,165.7701667,301,301,498,398,216,Good
8.15,165.9113333,297,304,500,393,219,Good
7.1,166.1728333,282,316,499,397,219,Good
6.65,165.657,263,299,506,396,215,Good
5.74,164.0456667,256,281,501,387,218,Good
7.01,162.0676667,255,296,507,381,233,Good
6.3,157.6365,253,308,517,410,244,Good
6.06,185.7408333,251,296,524,422,259,Good
8.92,185.9126667,245,288,532,413,278,Good
8.43,185.894,240,300,537,398,287,Good
9.26,186.0555,241,325,528,395,295,Good
9.24,186.3513333,246,343,526,391,293,Good
7.87,185.982,252,347,524,385,284,Good
7,184.9418333,258,345,512,384,271,Good
7.44,183.3838333,264,347,495,388,251,Good
9.48,152.0271667,273,338,507,390,235,Good
7.69,152.174,296,341,523,391,223,Good
7.26,152.338,295,337,473,391,215,Good
6.82,152.1165,273,331,382,387,215,Good
5.43,151.777,250,332,372,374,217,Good
3.79,151.9348333,258,331,380,364,215,Bad
7.02,151.698,262,327,392,369,214,Bad
6.7,151.6515,265,324,434,377,227,Bad
7.1,151.9246667,263,323,432,388,217,Bad
6.02,152.3681667,255,330,427,398,205,Bad
6.5,151.8715,244,326,423,409,210,Bad
7.54,151.745,241,334,440,416,215,Good
10.23,152.2403333,242,331,435,399,211,Good
6.79,151.856,249,326,420,392,211,Good
9.94,166.0543333,255,324,426,391,211,Good
8.26,185.1106667,273,321,440,386,210,Good
8.98,185.3773333,288,322,432,383,213,Bad
7.52,185.0885,267,321,429,380,228,Bad
6.94,184.7326667,244,337,438,378,240,Bad
7.37,166.3028333,239,344,443,384,240,Bad
5.97,156.052,244,336,428,390,234,Bad
7.44,151.921,251,339,424,391,226,Bad
8,152.121,251,339,427,331,216,Good
8.1,151.963,252,342,436,346,209,Good
9.96,155.7003333,245,351,453,353,203,Good
7.71,166.8413333,232,351,482,381,203,Good
